student_id,year_code,major_code,class_number,class_code,major,generation_year,degree,shift,branch
10123347,2,KA,30,2KA30,Sistem Informasi,2023,NA,NA,NA
20323063,2,TB,02,2TB02,Teknik Arsitektur,2023,NA,NA,NA
10323064,2,TA,01,2TA01,Teknik Sipil,2023,NA,NA,NA
10123348,2,KA,13,2KA13,Sistem Informasi,2023,NA,NA,NA
10223545,2,EA,10,2EA10,Manajemen,2023,NA,NA,NA
10523358,2,PA,18,2PA18,Psikologi,2023,NA,NA,NA
10123349,2,KA,14,2KA14,Sistem Informasi,2023,NA,NA,NA
10523359,2,PA,30,2PA30,Psikologi,2023,NA,NA,NA
11223994,2,EA,23,2EA23,Manajemen,2023,NA,NA,NA
10523360,2,PA,05,2PA05,Psikologi,2023,NA,NA,NA
62923009,2,HD,01,2HD01,Profesi Kedokteran,2023,NA,NA,NA
10523361,2,PA,15,2PA15,Psikologi,2023,NA,NA,NA
10823266,2,MA,02,2MA02,Ilmu Komunikasi,2023,NA,NA,NA
10123350,2,KA,17,2KA17,Sistem Informasi,2023,NA,NA,NA
10523362,2,PA,33,2PA33,Psikologi,2023,NA,NA,NA
10823267,2,MA,24,2MA24,Ilmu Komunikasi,2023,NA,NA,NA
20223546,2,EB,01,2EB01,Akuntansi,2023,NA,NA,NA
10523363,2,PA,12,2PA12,Psikologi,2023,NA,NA,NA
10323065,2,TA,03,2TA03,Teknik Sipil,2023,NA,NA,NA
20223547,2,EB,09,2EB09,Akuntansi,2023,NA,NA,NA
40723033,2,HC,01,2HC01,Kebidanan,2023,NA,NA,NA
40723034,2,HC,02,2HC02,Kebidanan,2023,NA,NA,NA
10623056,2,SA,02,2SA02,Sastra Inggris,2023,NA,NA,NA
20423394,2,IC,01,2IC01,Teknik Mesin,2023,NA,NA,NA
10123351,2,KA,08,2KA08,Sistem Informasi,2023,NA,NA,NA
10523364,2,PA,10,2PA10,Psikologi,2023,NA,NA,NA
20223548,2,EB,16,2EB16,Akuntansi,2023,NA,NA,NA
10223549,2,EA,NA,2EA,Manajemen,2023,NA,NA,NA
10523365,2,PA,21,2PA21,Psikologi,2023,NA,NA,NA
10823268,2,MA,14,2MA14,Ilmu Komunikasi,2023,NA,NA,NA
20223550,2,EB,08,2EB08,Akuntansi,2023,NA,NA,NA
10223551,2,EA,29,2EA29,Manajemen,2023,NA,NA,NA
10823269,2,MA,17,2MA17,Ilmu Komunikasi,2023,NA,NA,NA
10823270,2,MA,06,2MA06,Ilmu Komunikasi,2023,NA,NA,NA
10123352,2,KA,09,2KA09,Sistem Informasi,2023,NA,NA,NA
10223552,2,EA,04,2EA04,Manajemen,2023,NA,NA,NA
10123353,2,KA,06,2KA06,Sistem Informasi,2023,NA,NA,NA
10223553,2,EA,15,2EA15,Manajemen,2023,NA,NA,NA
50423395,2,IA,15,2IA15,Informatika,2023,NA,NA,NA
20323066,2,TB,04,2TB04,Teknik Arsitektur,2023,NA,NA,NA
10223554,2,EA,16,2EA16,Manajemen,2023,NA,NA,NA
10223555,2,EA,26,2EA26,Manajemen,2023,NA,NA,NA
10423396,2,IB,01,2IB01,Teknik Elektro,2023,NA,NA,NA
50423397,2,IA,22,2IA22,Informatika,2023,NA,NA,NA
10323067,2,TA,03,2TA03,Teknik Sipil,2023,NA,NA,NA
50423398,2,IA,04,2IA04,Informatika,2023,NA,NA,NA
10223556,2,EA,34,2EA34,Manajemen,2023,NA,NA,NA
50423399,2,IA,21,2IA21,Informatika,2023,NA,NA,NA
10523366,2,PA,12,2PA12,Psikologi,2023,NA,NA,NA
10823271,2,MA,02,2MA02,Ilmu Komunikasi,2023,NA,NA,NA
50423400,2,IA,09,2IA09,Informatika,2023,NA,NA,NA
10123354,2,KA,28,2KA28,Sistem Informasi,2023,NA,NA,NA
10223557,2,EA,18,2EA18,Manajemen,2023,NA,NA,NA
50423401,2,IA,22,2IA22,Informatika,2023,NA,NA,NA
50423402,2,IA,21,2IA21,Informatika,2023,NA,NA,NA
20723003,2,HB,01,2HB01,Farmasi,2023,NA,NA,NA
10123355,2,KA,26,2KA26,Sistem Informasi,2023,NA,NA,NA
10223558,2,EA,21,2EA21,Manajemen,2023,NA,NA,NA
10823272,2,MA,26,2MA26,Ilmu Komunikasi,2023,NA,NA,NA
10223559,2,EA,26,2EA26,Manajemen,2023,NA,NA,NA
50423403,2,IA,16,2IA16,Informatika,2023,NA,NA,NA
20123356,2,KB,01,2KB01,Sistem Komputer,2023,NA,NA,NA
10523367,2,PA,01,2PA01,Psikologi,2023,NA,NA,NA
10523368,2,PA,34,2PA34,Psikologi,2023,NA,NA,NA
10823273,2,MA,23,2MA23,Ilmu Komunikasi,2023,NA,NA,NA
20523369,2,PB,01,2PB01,Psikologi,2023,NA,NA,NA
10223560,2,EA,01,2EA01,Manajemen,2023,NA,NA,NA
10823274,2,MA,26,2MA26,Ilmu Komunikasi,2023,NA,NA,NA
10223561,2,EA,01,2EA01,Manajemen,2023,NA,NA,NA
10823275,2,MA,08,2MA08,Ilmu Komunikasi,2023,NA,NA,NA
10223562,2,EA,35,2EA35,Manajemen,2023,NA,NA,NA
10223563,2,EA,26,2EA26,Manajemen,2023,NA,NA,NA
20223564,2,EB,17,2EB17,Akuntansi,2023,NA,NA,NA
10123357,2,KA,31,2KA31,Sistem Informasi,2023,NA,NA,NA
10223565,2,EA,02,2EA02,Manajemen,2023,NA,NA,NA
50423404,2,IA,15,2IA15,Informatika,2023,NA,NA,NA
50423405,2,IA,07,2IA07,Informatika,2023,NA,NA,NA
50423406,2,IA,14,2IA14,Informatika,2023,NA,NA,NA
10223566,2,EA,25,2EA25,Manajemen,2023,NA,NA,NA
10223567,2,EA,20,2EA20,Manajemen,2023,NA,NA,NA
70223568,2,ED,01,2ED01,Manajemen,2023,NA,NA,NA
40123358,2,DC,01,2DC01,Teknik Komputer,2023,NA,NA,NA
10123359,2,KA,10,2KA10,Sistem Informasi,2023,NA,NA,NA
20423407,2,IC,03,2IC03,Teknik Mesin,2023,NA,NA,NA
21423521,2,IC,NA,2IC,Teknik Mesin,2023,NA,NA,NA
10123360,2,KA,28,2KA28,Sistem Informasi,2023,NA,NA,NA
20723035,2,HB,02,2HB02,Farmasi,2023,NA,NA,NA
10823276,2,MA,04,2MA04,Ilmu Komunikasi,2023,NA,NA,NA
10623057,2,SA,07,2SA07,Sastra Inggris,2023,NA,NA,NA
10823277,2,MA,27,2MA27,Ilmu Komunikasi,2023,NA,NA,NA
70223569,2,ED,01,2ED01,Manajemen,2023,NA,NA,NA
10523370,2,PA,25,2PA25,Psikologi,2023,NA,NA,NA
10223570,2,EA,25,2EA25,Manajemen,2023,NA,NA,NA
10223571,2,EA,31,2EA31,Manajemen,2023,NA,NA,NA
10523371,2,PA,11,2PA11,Psikologi,2023,NA,NA,NA
10223572,2,EA,33,2EA33,Manajemen,2023,NA,NA,NA
10223573,2,EA,11,2EA11,Manajemen,2023,NA,NA,NA
10523372,2,PA,18,2PA18,Psikologi,2023,NA,NA,NA
60423408,2,IF,01,2IF01,Informatika,2023,NA,NA,NA
30423409,2,ID,10,2ID10,Teknik Industri,2023,NA,NA,NA
10223574,2,EA,15,2EA15,Manajemen,2023,NA,NA,NA
10123361,2,KA,04,2KA04,Sistem Informasi,2023,NA,NA,NA
10623058,2,SA,06,2SA06,Sastra Inggris,2023,NA,NA,NA
10523373,2,PA,21,2PA21,Psikologi,2023,NA,NA,NA
10123362,2,KA,16,2KA16,Sistem Informasi,2023,NA,NA,NA
20223575,2,EB,12,2EB12,Akuntansi,2023,NA,NA,NA
20223576,2,EB,06,2EB06,Akuntansi,2023,NA,NA,NA
20223577,2,EB,08,2EB08,Akuntansi,2023,NA,NA,NA
10223578,2,EA,27,2EA27,Manajemen,2023,NA,NA,NA
30423410,2,ID,01,2ID01,Teknik Industri,2023,NA,NA,NA
10223579,2,EA,29,2EA29,Manajemen,2023,NA,NA,NA
10523374,2,PA,35,2PA35,Psikologi,2023,NA,NA,NA
50723005,2,HE,01,2HE01,Profesi Bidan,2023,NA,NA,NA
50423411,2,IA,10,2IA10,Informatika,2023,NA,NA,NA
10223580,2,EA,17,2EA17,Manajemen,2023,NA,NA,NA
10823278,2,MA,21,2MA21,Ilmu Komunikasi,2023,NA,NA,NA
